#FOR THE FULL HISTORICAL DATA VISIT : https://ork.ad
time,open,high,low,close,volume
2025-10-03T16:00:00Z,47.837,48.096,47.787,47.949,36938.0
2025-10-05T16:00:00Z,47.949,48.748,47.946,48.609,166086.0
2025-10-06T08:00:00Z,48.609,48.75,48.057,48.328,316767.0
2025-10-07T00:00:00Z,48.328,48.639,47.252,47.617,442252.0
2025-10-07T16:00:00Z,47.617,48.99,47.426,48.959,225375.0
2025-10-08T08:00:00Z,48.959,49.543,48.342,48.7,384883.0
2025-10-09T00:00:00Z,48.7,51.23,48.426,48.817,401494.0
2025-10-09T16:00:00Z,48.817,51.097,48.451,49.896,289305.0
2025-10-10T08:00:00Z,49.896,50.708,49.612,50.12,414450.0
2025-10-12T08:00:00Z,50.12,50.818,49.539,50.802,24374.0
2025-10-13T00:00:00Z,50.802,52.08,50.421,51.964,244227.0
2025-10-13T16:00:00Z,51.964,53.59,49.013,50.994,174099.0
2025-10-14T08:00:00Z,50.994,52.173,50.414,52.139,396522.0
2025-10-15T00:00:00Z,52.139,53.07,51.513,52.674,430346.0
2025-10-15T16:00:00Z,52.674,53.234,52.278,52.879,213725.0
2025-10-16T08:00:00Z,52.879,54.383,52.703,53.57,551059.0
2025-10-17T00:00:00Z,53.57,54.387,50.513,51.472,745160.0
2025-10-17T16:00:00Z,51.472,51.842,51.253,51.766,65934.0
2025-10-19T16:00:00Z,51.766,52.228,51.216,51.97,254534.0
2025-10-20T08:00:00Z,51.97,52.7,51.512,51.58,421750.0
2025-10-21T00:00:00Z,51.58,52.029,47.768,48.499,707244.0
2025-10-21T16:00:00Z,48.499,49.223,47.407,48.278,449201.0
2025-10-22T08:00:00Z,48.278,48.726,47.602,48.12,518993.0
2025-10-23T00:00:00Z,48.12,49.392,48.114,49.044,399504.0
2025-10-23T16:00:00Z,49.044,49.074,47.73,47.969,236532.0
2025-10-24T08:00:00Z,47.969,48.918,47.743,48.518,311727.0
2025-10-26T08:00:00Z,48.518,48.623,47.913,48.342,88304.0
2025-10-27T00:00:00Z,48.342,48.342,45.999,46.864,472943.0
2025-10-27T16:00:00Z,46.864,47.187,45.457,45.881,276712.0
2025-10-28T08:00:00Z,45.881,47.518,45.772,47.497,325885.0
2025-10-29T00:00:00Z,47.497,48.381,47.05,47.924,360948.0
2025-10-29T16:00:00Z,47.924,48.196,47.157,48.001,394429.0
2025-10-30T08:00:00Z,48.001,49.101,47.764,49.006,348560.0
2025-10-31T00:00:00Z,49.006,49.269,48.284,48.561,367121.0
2025-10-31T16:00:00Z,48.561,48.738,48.382,48.584,52058.0
2025-11-02T16:00:00Z,48.584,49.014,48.114,48.594,204678.0
2025-11-03T08:00:00Z,48.594,48.887,47.541,47.738,352736.0
2025-11-04T00:00:00Z,47.738,48.133,46.778,47.304,460049.0
2025-11-04T16:00:00Z,47.304,47.922,46.801,47.492,276014.0
2025-11-05T08:00:00Z,47.492,48.182,47.402,47.884,316511.0
2025-11-06T00:00:00Z,47.884,48.703,47.563,48.07,368011.0
2025-11-06T16:00:00Z,48.07,48.79,47.812,48.72,177771.0
2025-11-07T08:00:00Z,48.72,48.742,47.893,48.24,351340.0
2025-11-09T08:00:00Z,48.24,49.264,48.029,48.929,92483.0
2025-11-10T00:00:00Z,48.929,50.356,48.908,50.351,428989.0
2025-11-10T16:00:00Z,50.351,51.049,50.312,50.866,215869.0
2025-11-11T08:00:00Z,50.866,51.333,50.19,51.13,321422.0
2025-11-12T00:00:00Z,51.13,53.573,50.768,53.519,492055.0
2025-11-12T16:00:00Z,53.519,54.384,52.794,53.494,335818.0
2025-11-13T08:00:00Z,53.494,54.027,51.973,53.22,594278.0
2025-11-14T00:00:00Z,53.22,53.488,49.964,50.932,716491.0
2025-11-14T16:00:00Z,50.932,50.981,50.408,50.483,52423.0
2025-11-16T16:00:00Z,50.483,51.217,50.189,50.822,290555.0
2025-11-17T08:00:00Z,50.822,51.07,49.41,49.677,521276.0
2025-11-18T00:00:00Z,49.677,50.8,49.26,50.71,542459.0
2025-11-18T16:00:00Z,50.71,52.378,50.483,52.099,290729.0
2025-11-19T08:00:00Z,52.099,52.301,50.28,51.116,641529.0
2025-11-20T00:00:00Z,51.116,51.486,50.132,50.267,803670.0
2025-11-20T16:00:00Z,50.267,50.82,48.542,48.87,469951.0
2025-11-21T08:00:00Z,48.87,50.621,48.767,49.951,584762.0
2025-11-23T08:00:00Z,49.951,50.31,49.629,49.708,64667.0
2025-11-24T00:00:00Z,49.708,50.922,49.697,50.862,396311.0
2025-11-24T16:00:00Z,50.862,51.664,50.714,51.056,243900.0
2025-11-25T08:00:00Z,51.056,51.974,50.603,51.82,441979.0
2025-11-26T00:00:00Z,51.82,53.24,51.656,53.062,421188.0
2025-11-26T16:00:00Z,53.062,53.862,52.6,53.27,244411.0
2025-11-27T08:00:00Z,53.27,54.13,52.793,54.112,156241.0
2025-11-28T00:00:00Z,54.112,56.49,53.358,56.428,220810.0
2025-11-28T16:00:00Z,56.428,56.428,56.205,56.302,3230.0
